year,ubigeo,population,level
2014,010603,519,district
2014,010604,2711,district
2014,010605,2999,district
2014,010606,1667,district
2014,010607,1417,district
2014,010608,622,district
2014,010609,9364,district
2014,010610,480,district
2014,010611,462,district
2014,010612,3342,district
2014,010700,118714,province
2014,010701,53335,district
2014,010702,28523,district
2014,010703,8955,district
2014,010704,6376,district
2014,010705,8216,district
2014,010706,10374,district
2014,010707,2935,district
2014,020000,1142409,region
2014,020100,164768,province
2014,020101,63327,district
2014,020102,2006,district
2014,020103,783,district
2014,020104,2324,district
2014,020105,72423,district
2014,020106,4932,district
2014,020107,1183,district
2014,020108,2285,district
2014,020109,1211,district
2014,020110,4697,district
2014,020111,3792,district
2014,020112,5805,district
2014,020200,7852,province
2014,020201,1903,district
2014,020202,2234,district
2014,020203,611,district
2014,020204,2251,district
2014,020205,853,district
2014,020300,16563,province
2014,020301,3643,district
2014,020302,2212,district
2014,020303,1753,district
2014,020304,1962,district
2014,020305,5348,district
2014,020306,1645,district
2014,020400,8869,province
2014,020401,5568,district
2014,020402,3301,district
2014,020500,32739,province
2014,020501,3723,district
2014,020502,1129,district
2014,020503,1099,district
2014,020504,2574,district
2014,020505,1623,district
2014,020506,1166,district
2014,020507,3896,district
2014,020508,8288,district
2014,020509,2563,district
2014,020510,1133,district
2014,020511,878,district
2014,020512,572,district
2014,020513,1706,district
2014,020514,1176,district
2014,020515,1213,district
2014,020600,46886,province
2014,020601,15230,district
2014,020602,2647,district
2014,020603,1598,district
2014,020604,2491,district
2014,020605,1399,district
2014,020606,9258,district
2014,020607,1602,district
2014,020608,2736,district
2014,020609,3319,district
2014,020610,3215,district
2014,020611,3391,district
2014,020700,21866,province
2014,020701,12565,district
2014,020702,3780,district
2014,020703,5521,district
2014,020800,47003,province
2014,020801,32430,district
2014,020802,4196,district
2014,020803,2065,district
2014,020804,8312,district
2014,020900,8225,province
2014,020901,1543,district
2014,020902,472,district
2014,020903,535,district
2014,020904,2934,district
2014,020905,1052,district
2014,020906,717,district
2014,020907,972,district
2014,021000,63293,province
2014,021001,10262,district
2014,021002,1650,district
2014,021003,2697,district
2014,021004,9250,district
2014,021005,1915,district
2014,021006,2083,district
2014,021007,3559,district
2014,021008,3054,district
2014,021009,1743,district
2014,021010,1896,district
2014,021011,3382,district
2014,021012,798,district
2014,021013,1797,district
2014,021014,14693,district
2014,021015,2808,district
2014,021016,1706,district
2014,021100,30491,province
2014,021101,24073,district
2014,021102,788,district
2014,021103,3607,district
2014,021104,1073,district
2014,021105,950,district
2014,021200,56332,province
2014,021201,25986,district
2014,021202,736,district
2014,021203,1644,district
2014,021204,1523,district
2014,021205,2051,district
2014,021206,9129,district
2014,021207,7180,district
2014,021208,5147,district
2014,021209,1141,district
2014,021210,1795,district
2014,021300,23804,province
2014,021301,3771,district
2014,021302,4504,district
2014,021303,1378,district
2014,021304,2269,district
2014,021305,1277,district
2014,021306,6311,district
2014,021307,3254,district
2014,021308,1040,district
2014,021400,10628,province
2014,021401,1070,district
2014,021402,1002,district
2014,021403,558,district
2014,021404,822,district
2014,021405,1432,district
2014,021406,1230,district
2014,021407,1603,district
2014,021408,620,district
2014,021409,1901,district
2014,021410,390,district
2014,021500,30565,province
2014,021501,2749,district
2014,021502,1318,district
2014,021503,8357,district
2014,021504,597,district
2014,021505,1133,district
2014,021506,590,district
2014,021507,721,district
2014,021508,2482,district
2014,021509,8346,district
2014,021510,1075,district
2014,021511,3197,district
2014,021600,29322,province
2014,021601,16187,district
2014,021602,3690,district
2014,021603,7009,district
2014,021604,2436,district
2014,021700,19406,province
2014,021701,4554,district
2014,021702,4045,district
2014,021703,643,district
2014,021704,1291,district
2014,021705,1759,district
2014,021706,995,district
2014,021707,1988,district
2014,021708,1365,district
2014,021709,473,district
2014,021710,2293,district
2014,021800,434646,province
2014,021801,216154,district
2014,021802,4932,district
2014,021803,15760,district
2014,021804,3501,district
2014,021805,7573,district
2014,021806,15431,district
2014,021807,4563,district
2014,021808,20288,district
2014,021809,146444,district
2014,021900,30694,province
2014,021901,5714,district
2014,021902,2170,district
2014,021903,798,district
2014,021904,2911,district
2014,021905,1076,district
2014,021906,4055,district
2014,021907,2922,district
2014,021908,2672,district
2014,021909,6533,district
2014,021910,1843,district
2014,022000,58457,province
2014,022001,21765,district
2014,022002,2268,district
2014,022003,7037,district
2014,022004,1622,district
2014,022005,13629,district
2014,022006,2735,district
2014,022007,2398,district
2014,022008,7003,district
2014,030000,456652,region
2014,030100,106076,province
2014,030101,56103,district
2014,030102,1228,district
2014,030103,2534,district
2014,030104,18304,district
2014,030105,4776,district
2014,030106,5556,district
2014,030107,4105,district
2014,030108,3842,district
2014,030109,9628,district
2014,030200,166639,province
2014,030201,47508,district
2014,030202,6468,district
2014,030203,1366,district
2014,030204,7484,district
2014,030205,4658,district
2014,030206,1057,district
2014,030207,9224,district
2014,030208,4876,district
2014,030209,10099,district
2014,030210,2773,district
2014,030211,1043,district
2014,030212,3270,district
2014,030213,26922,district
2014,030214,2053,district
2014,030215,9969,district
2014,030216,18312,district
2014,030217,2406,district
2014,030218,4232,district
2014,030219,2919,district
2014,030300,13400,province
2014,030301,3204,district
2014,030302,553,district
2014,030303,1576,district
2014,030304,2078,district
2014,030305,3063,district
2014,030306,1285,district
2014,030307,1641,district
2014,030400,32914,province
2014,030401,5012,district
2014,030402,947,district
2014,030403,1466,district
2014,030404,2194,district
2014,030405,924,district
2014,030406,5206,district
2014,030407,724,district
2014,030408,1272,district
2014,030409,2173,district
2014,030410,1189,district
2014,030411,873,district
2014,030412,1438,district
2014,030413,827,district
2014,030414,2270,district
2014,030415,3244,district
2014,030416,1949,district
2014,030417,1206,district
2014,030500,52414,province
2014,030501,11534,district
2014,030502,4279,district
2014,030503,8500,district
2014,030504,11757,district
2014,030505,6698,district
2014,030506,9646,district
2014,030600,58390,province
2014,030601,6734,district
2014,030602,12410,district
2014,030603,2647,district
2014,030604,10293,district
2014,030605,8359,district
2014,030606,9073,district
2014,030607,3605,district
2014,030608,5269,district
2014,030700,26819,province
2014,030701,5484,district
2014,030702,2394,district
2014,030703,4033,district
2014,030704,1725,district
2014,030705,987,district
2014,030706,1638,district
2014,030707,1120,district
2014,030708,3281,district
2014,030709,369,district
2014,030710,724,district
2014,030711,780,district
2014,030712,1393,district
2014,030713,1269,district
2014,030714,1622,district
2014,040000,1273180,region
2014,040100,958351,province
2014,040101,55264,district
2014,040102,81445,district
2014,040103,89793,district
2014,040104,143772,district
2014,040105,8947,district
2014,040106,2919,district
2014,040107,48247,district
2014,040108,29505,district
2014,040109,52837,district
2014,040110,49160,district
2014,040111,1809,district
2014,040112,124701,district
2014,040113,556,district
2014,040114,1479,district
2014,040115,1361,district
2014,040116,4095,district
2014,040117,19390,district
2014,040118,1508,district
2014,040119,2187,district
2014,040120,1268,district
2014,040121,5454,district
2014,040122,75797,district
2014,040123,14823,district
2014,040124,12246,district
2014,040125,2399,district
2014,040126,25242,district
2014,040127,1121,district
2014,040128,24007,district
2014,040129,77019,district
2014,040200,58365,province
2014,040201,14584,district
2014,040202,4124,district
2014,040203,6531,district
2014,040204,6278,district
2014,040205,6304,district
2014,040206,4804,district
2014,040207,682,district
2014,040208,15058,district
2014,040300,40373,province
2014,040301,3749,district
2014,040302,3318,district
2014,040303,4173,district
2014,040304,900,district
2014,040305,6279,district
2014,040306,908,district
2014,040307,6575,district
2014,040308,5176,district
2014,040309,3169,district
2014,040310,1313,district
2014,040311,1316,district
2014,040312,1890,district
2014,040313,1607,district
2014,040400,38782,province
2014,040401,8885,district
2014,040402,1177,district
2014,040403,395,district
2014,040404,1755,district
2014,040405,1186,district
2014,040406,1027,district
2014,040407,1339,district
2014,040408,749,district
2014,040409,9521,district
2014,040410,2782,district
2014,040411,532,district
2014,040412,433,district
2014,040413,7245,district
2014,040414,1756,district
2014,040500,91603,province
2014,040501,7548,district
2014,040502,938,district
2014,040503,2467,district
2014,040504,2069,district
2014,040505,3285,district
2014,040506,1516,district
2014,040507,647,district
2014,040508,1500,district
2014,040509,677,district
2014,040510,1522,district
2014,040511,1297,district
2014,040512,747,district
2014,040513,522,district
2014,040514,1535,district
2014,040515,693,district
2014,040516,562,district
2014,040517,1498,district
2014,040518,775,district
2014,040519,2165,district
2014,040520,59640,district
2014,040600,18141,province
2014,040601,3396,district
2014,040602,680,district
2014,040603,3237,district
2014,040604,694,district
2014,040605,658,district
2014,040606,2845,district
2014,040607,904,district
2014,040608,5727,district
2014,040700,52776,province
2014,040701,22703,district
2014,040702,9072,district
2014,040703,6608,district
2014,040704,6812,district
2014,040705,1054,district
2014,040706,6527,district
2014,040800,14789,province
2014,040801,2962,district
2014,040802,2046,district
2014,040803,569,district
2014,040804,2286,district
2014,040805,1290,district
2014,040806,2827,district
2014,040807,243,district
2014,040808,568,district
2014,040809,326,district
2014,040810,838,district
2014,040811,834,district
2014,050000,681149,region
2014,050100,271411,province
2014,050101,111845,district
2014,050102,10044,district
2014,050103,5839,district
2014,050104,20661,district
2014,050105,7056,district
2014,050106,5531,district
2014,050107,3149,district
2014,050108,6203,district
2014,050109,3500,district
2014,050110,48770,district
2014,050111,1755,district
2014,050112,7099,district
2014,050113,5635,district
2014,050114,16612,district
2014,050115,17712,district
2014,050200,33965,province
2014,050201,6758,district
